Name | Description | Default Value | Flags
citadel_hud_healthbars_use_new |  | false | cl, cheat, release
citadel_hud_healthbars_use_v2 |  | false | cl, cheat, release
citadel_hud_objective_health_debug_show_midboss |  | false | devonly, cl
citadel_hud_objective_health_debug_show_t3 | 0=default 1=friendly 2=enemy 3=both | 0 | devonly, cl
citadel_hud_objective_health_enabled | Enable/Disable HUD-level objective health bars.  0=Off. 1=Shrines, Patron, Midboss. 2=T1s and T2s. 3=Barracks | 2 | devonly, cl
citadel_hud_objective_health_idle_timeout | After how many seconds of an objective is damage to hide its health on the HUD | 7 | devonly, cl
citadel_hud_objective_health_lane_max_range |  | 1000 | devonly, cl
citadel_hud_objective_health_t1_max_range |  | 1900 | devonly, cl
citadel_hud_objective_health_t2_max_range |  | 2500 | devonly, cl
citadel_hud_top_bar_enable_dynamic_player_position |  | true | devonly, cl
citadel_hud_visible | Turns on/off rendering the HUD | true | cl, release
citadel_in_world_item_panel_dpi | In-world texture resolution scale | 2 | devonly, cl
citadel_invert_ping_type | Inverts the ping types so single ping would be aggressive and double ping would be passive | false | cl, a
citadel_item_glow_local_dist |  | 800 | cl, cheat
citadel_item_idol_label_offset |  | 50 | cl, cheat
citadel_item_neutral_gold_label_offset |  | 6 | cl, cheat
citadel_item_rejuvenator_label_offset |  | 160 | cl, cheat
citadel_item_used_text_height_offset | How much higher item used text show up. | 25 | devonly, cl
citadel_keybind_default_hold_duration |  | 1 | devonly, cl
citadel_keybindings_cloud_disable |  | false | devonly, cl
citadel_language_and_english_hero_names | For data gathering. |  | devonly, cl
citadel_language_and_english_mod_names | For data gathering. |  | devonly, cl
citadel_last_used_hero_builds |  |  | cl, a, release
citadel_leaderboard_cache_duration | Number of seconds before re-requesting data for the leaderboard | 43200 | devonly, cl
citadel_leaderboard_empty_cache_duration | Number of seconds before re-requesting data for the leaderboard | 20 | devonly, cl
citadel_locally_lock_heroes | When set to true, the client will act as if the heroes are locked even if the GC says that they aren't. Useful for testing purposes | false | devonly, cl
citadel_match_abandoned_display_time |  | 5 | devonly, cl
citadel_match_details_failure_delay_s |  | 3 | devonly, cl
citadel_match_details_flip_teams |  | false | devonly, cl
citadel_match_details_lane_stats_time |  | 540 | devonly, cl
citadel_match_history_failure_delay_s |  | 3 | devonly, cl
citadel_max_reconnect_time_secs | Max time to attempt a reconnect after a crash. | 7200 | devonly, cl
citadel_max_videomode_matches | Max number of video resolutions to show in UI. | 20 | devonly, cl
citadel_minimap_draw_fow |  | false | cl, cheat
citadel_minimap_local_player_width |  | 12 | cl, release
citadel_minimap_max_icon_shrink |  | 0.8 | cl, release
citadel_minimap_overlap_scan_distance |  | 12.5 | cl, release
citadel_minimap_player_width |  | 7 | cl, release
citadel_minimap_show_hitboxes |  | false | devonly, cl
citadel_minimap_spectator_fow_team_view | Which team to view the minimap as when freeflying | 1 | cl, release
citadel_minimap_teleporter_active_dist |  | 400 | devonly, cl
citadel_minimap_teleporter_height_dist |  | 160 | devonly, cl
citadel_minimap_teleporter_nearby_dist |  | 1600 | devonly, cl
citadel_minimap_unit_click_radius |  | 200 | cl, release
citadel_minimap_use_canvas_for_neutrals |  | true | devonly, cl
citadel_minimap_use_canvas_for_shop |  | true | devonly, cl
citadel_minimap_use_effects |  | false | devonly, cl
citadel_minimap_zip_line_thickness |  | 2 | cl, release
citadel_minimum_players_to_show_postgame |  | 6 | devonly, cl
citadel_mm_server_command | Allows sending up a command string for the match maker to run on the server (dev only) |  | devonly, cl
citadel_mobile_resupply_healthbar_pos |  | 10 | devonly, cl
citadel_model_hit_size_debug | Turn on some model hit size debug visuals | false | devonly, cl
citadel_modifier_history_show_time |  | 6 | devonly, cl
citadel_modifier_hud_message_display_clear |  | false | devonly, cl
citadel_modifier_hud_message_display_min_panel_count |  | 4 | devonly, cl
citadel_modifier_hud_message_display_time |  | 2.5 | devonly, cl
citadel_new_player_flow_visible | Are we still showing the new player instructions | true | cl, a, release
citadel_new_player_progress | Tracks the local settings for the new player progress so they can be synchronized with the GC for client authoratative progress | 0 | cl, a, release
citadel_news_entries_list_request_count |  | 10 | devonly, cl
citadel_news_entries_seen |  |  | cl, a, release
citadel_news_entry_override_latest |  | 0 | devonly, cl
citadel_num_matches_in_profile_history |  | 16 | devonly, cl
citadel_observer_roaming_speed |  | 600 | cl, a
citadel_outer_radius_scaler |  | 0.2545 | devonly, cl
citadel_party_invite_in_game | When set, only users in game can be invited | true | cl, release
citadel_passive_items_area_display_time |  | 1 | devonly, cl
citadel_pause_game_pause_silently | When set, we don't show the pause dialog when paused | false | devonly, cl
citadel_pending_incoming_heal_min_change_for_update |  | 3 | devonly, cl
citadel_pending_replay_force_failure |  | 0 | devonly, cl
citadel_pending_replay_num_retries |  | 30 | devonly, cl
citadel_pending_replay_retry_seconds |  | 300 | devonly, cl
citadel_per_unit_hotkeys_checked |  | false | cl, a
citadel_ping_allow_responses_to_yourself | Allow you to respond to yourself. | false | devonly, cl
citadel_ping_indicator_display_time |  | 5.5 | devonly, cl
citadel_ping_indicator_duration | The amount of time the in-world ping indicator stays. | 6 | devonly, cl
citadel_ping_indicator_duration_for_bosses | The amount of time the in-world ping indicator stays when a boss pings itself. | 2 | devonly, cl
citadel_ping_wheel_activation_radius | LEGACY. See: citadel_show_chat_wheel_angle_threshold. Increase this to change how much you have to move your mouse to make the mousewheel visible. | 0.37 | devonly, cl
citadel_play_page_fake_brawl_wins |  | 0 | devonly, cl
citadel_play_page_fake_data |  | false | devonly, cl
citadel_play_page_fake_normal_losses |  | 0 | devonly, cl
citadel_play_page_fake_normal_wins |  | 0 | devonly, cl
citadel_play_page_finished_tutorial |  | false | devonly, cl
citadel_player_aim_at_hero_query_angle |  | 6 | devonly, cl
citadel_player_aim_at_hero_query_distance |  | 2000 | devonly, cl
citadel_player_aim_at_hero_query_half_width |  | 50 | devonly, cl
citadel_player_aim_at_hero_query_interval |  | 0.2 | devonly, cl
citadel_player_anim_debug | Draws debug animation state when enabled. | false | devonly, cl
citadel_player_glow_disabled |  | false | cl, cheat, release
citadel_player_glow_from_teammate_vision_max_range |  | 2000 | devonly, cl
citadel_player_glow_when_in_combat |  | false | devonly, cl, cheat
citadel_player_glow_when_in_combat_linger |  | 1 | devonly, cl, cheat
citadel_player_level_hiding_extra_duration |  | 0.45 | devonly, cl
citadel_player_outline_allies |  | false | devonly, cl
citadel_player_outline_enemies |  | true | devonly, cl
citadel_player_outline_fade_at_min |  | 0 | devonly, cl
citadel_player_outline_fade_range_max |  | 1400 | devonly, cl
citadel_player_outline_fade_range_min |  | 400 | devonly, cl
citadel_playtest_fake_coopbot_player_count |  | -1 | devonly, cl
citadel_playtest_fake_schedule |  | false | devonly, cl
citadel_playtest_fake_unranked_player_count |  | -1 | devonly, cl
citadel_portrait_unit_ag2_enable | Enable AG2 use in portrait units | true | devonly, cl
citadel_portrait_world_renderer_off |  | false | devonly, cl
citadel_post_game_local_player_screen_enabled |  | false | devonly, cl
citadel_post_game_progress | -1 = force disabled, 0 = default, 1 = force enabled | 0 | devonly, cl
citadel_powerup_spawner_show_event_timer |  | false | devonly, cl, rep
citadel_pregame_fake_game_state |  | -1 | devonly, cl
citadel_pregame_fake_match_intro_duration |  | 23 | devonly, cl
citadel_pregame_fake_match_intro_state |  | -1 | devonly, cl
citadel_pregame_fake_team_reveal_heroes_1 | Comma separated hero names or hero ids for the team reveal screen. |  | devonly, cl
citadel_pregame_fake_team_reveal_heroes_2 | Comma separated hero names or hero ids for the team reveal screen. |  | devonly, cl
citadel_pregame_hero_reveal_duration |  | 7 | devonly, cl
citadel_pregame_hero_reveal_full_sequence |  | false | devonly, cl
citadel_previous_umuted_audio_level |  | 1 | cl, a
citadel_priority_token_fake_count | Override the priority token count. -1 uses the real value. | -1 | devonly, cl
citadel_priority_token_fake_progress | Override the priority token progress. -1 uses the real value. | -1 | devonly, cl
citadel_private_lobby_allow_no_players | Allow for a private lobby to not have players to help test with spectating | true | devonly, cl
citadel_private_lobby_bot_difficulty |  | 0 | cl, a, release
citadel_private_lobby_cheats_enabled |  | false | cl, a, release
citadel_private_lobby_duplicate_heroes_enabled |  | false | cl, a, release
citadel_private_lobby_is_publicly_visible |  | false | cl, a, release
citadel_private_lobby_randomize_lanes |  | false | cl, a, release
citadel_private_lobby_server_region |  | 0 | cl, a, release
citadel_profile_card_cache_duration | Number of seconds before re-requesting data for a profile card | 600 | devonly, cl
citadel_profile_card_fake_data | Use fake dummy data for profile cards instead of the real data from the GC. | false | devonly, cl
citadel_profile_card_full_details | Use fake dummy data for profile cards instead of the real data from the GC. | false | devonly, cl
citadel_profile_tooltip_enabled |  | true | devonly, cl
citadel_quick_response_display_time |  | 6 | devonly, cl
citadel_quickbuy_auto_buy_default | Default for whether auto-buy is enabled in normal games. | false | cl, a, user
citadel_quickbuy_enable | If enabled, show quickbuy in the HUD | true | cl, a
citadel_quit_delay |  | 0.5 | devonly, cl
citadel_radial_ability_suggestion_weight | How much extra weight to give a segment when it's the next recommended ability. | 0 | devonly, cl
citadel_radial_distortion | 0: Off 1: Distorts the visible distribution of arcs based on the mouse pointer. | 0 | devonly, cl
citadel_radial_distortion_growth_factor | When the cursor enters a radial arc fully, how much should it grow by (in terms of weight) | 1.25 | devonly, cl
citadel_radial_testing | 0: Normal. 1: Inhibit showing the hud abilities' upgrade panel when the scoreboard is open. | 0 | devonly, cl
citadel_region_override | Override the region of the client | -1 | cl, release
citadel_replay_manager_download_chunk_size |  | 1048576 | cl, a
citadel_replay_manager_download_simultaneous_requests |  | 3 | cl, a
citadel_replay_marker_time_offset | How many seconds to start the replay before the event marker. | 5 | devonly, cl
citadel_replay_prev_marker_threshold |  | 2 | devonly, cl
citadel_reset_camera_speed | Aggressiveness of Camera Reset Curve. Smaller = quicker. Larger = more gradual. | 0.5 | devonly, cl
citadel_respond_to_ping_time | The amount of time you have to respond to a ping from another player | 5 | devonly, cl
citadel_roster_select_force_enable_priority_token |  | false | devonly, cl
citadel_roster_select_hover_delay |  | 0.2 | devonly, cl
citadel_rp_show_dev_messages |  | false | devonly, cl
citadel_secondary_language_builds |  | -1 | cl, a
citadel_send_text_chat_to_player_pings |  | true | devonly, cl
citadel_settings_dismissed_new_settings | New Settings which have already been dismissed by the user |  | cl, a
citadel_settings_new_setting_newness_duration | Maximum age a new setting will be shown without dismissing | 2592000 | devonly, cl
citadel_settings_seen_new_settings | New Settings which have already been seen by the user |  | cl, a
citadel_shop_default_tab |  | -1 | cl, a, release
citadel_shop_items_appear_enhanced | Makes all of the items in the shop appear enhanced if they can be enhanced | false | cl, cheat
citadel_shop_reset_time |  | 10 | devonly, cl
citadel_show_account_ids | When set, account IDs will be shown on player tooltips | false | cl, release
citadel_show_active_slot_popup |  | false | cl, a, release
citadel_show_all_purchase_toasts | If enabled, show purchase toasts for all item transactions, not just ones in your quickbuy queue | false | cl, a
citadel_show_average_rating_on_postgame | Show the rating average rating of a team in the post game. | false | cl, a, release
citadel_show_chat_wheel_angle_threshold | (degrees) Increase this to change how much you have to move your camera angle to make the Chat Wheel instantly visible while holding Ping.  | 16 | devonly, cl
